primary_accession,lineage,assembler,assembler_version,wall_clock_seconds,peak_mem_in_gbs,n50,l50,num_contigs,assembly_length,largest_contig,srr_id
ERZ13405071,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,520632,136,1016,142354,728280,769763280,447064,ERR7438302
ERZ13405066,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,119791,76,1697,71949,490411,675603816,345749,ERR7438303
ERZ13405068,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,441560,138,1270,99230,635207,745362527,255083,ERR7438304
ERZ13405070,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,434246,134,1269,103062,594855,692070318,262802,ERR7438305
ERZ13405069,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,415760,90,1695,81069,528633,717306136,382465,ERR7438306
ERZ13405065,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,267561,85,1348,89758,483009,585992280,481371,ERR7438307
ERZ13405063,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,297706,82,2070,46647,416826,636601581,475577,ERR7438308
ERZ13405074,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,349966,129,1831,82619,569678,811405550,438767,ERR7438309
ERZ13405072,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,411041,90,1742,52998,452514,613677111,473664,ERR7438316
ERZ13405073,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,258808,81,1733,57696,429256,599853990,758479,ERR7438317
ERZ13405075,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,359009,93,1670,74880,524021,711114183,285844,ERR7438319
ERZ13405076,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,307956,90,1403,94701,543652,676846555,301805,ERR7438320
ERZ13405090,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,778413,152,1561,373817,1375495,1827187547,16605,ERR7438323
ERZ13405091,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,815433,151,1426,398754,1423516,1766299881,38226,ERR7438324
ERZ13405092,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,722330,143,1092,451135,1446245,1468324363,67938,ERR7438325
ERZ13405088,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,736675,141,1175,333198,1230616,1346622143,225966,ERR7438326
ERZ13405093,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,789185,149,1171,442478,1483548,1595161004,121547,ERR7438328
ERZ13405078,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,342650,80,1343,88510,434808,517579917,142204,ERR7438476
ERZ13405077,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,286118,76,1190,91623,403034,446439121,70773,ERR7438479
ERZ13405080,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,326272,68,1265,74789,342410,393475957,108584,ERR7438482
ERZ13405082,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,296153,78,1166,102315,441417,482339191,111192,ERR7438486
ERZ13405079,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,312119,46,1362,60964,284148,338552446,120083,ERR7438488
ERZ13405081,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,225466,35,1364,19478,81522,96720320,29895,ERR7438497
ERZ13405085,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,378556,145,810,51906,160909,134018032,120984,ERR7438498
ERZ13405084,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,427806,121,1218,30620,134656,150361814,82627,ERR7438499
ERZ13405086,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,244505,36,1670,23291,122346,165814035,105147,ERR7438500
ERZ13405083,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,187334,38,1301,14646,58234,66330032,17155,ERR7438503
ERZ13405087,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,240758,45,1416,19141,79990,96800072,29497,ERR7438504
ERZ13405089,root:Host-associated:Mammals:Digestive system,metaspades,3.15.3,548609,71,1235,89141,379742,424221408,32022,ERR7438528
ERZ11460592,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,156257,78,796,3192,9607,7817845,7887,SRR18079817
ERZ11460608,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,198334,87,916,22471,75534,69122756,21729,SRR18079818
ERZ11460602,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,117594,48,927,32757,102826,93285411,18563,SRR18079819
ERZ11460589,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,158488,75,823,4567,16052,14029052,50524,SRR18079820
ERZ11460601,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,150523,58,918,31067,96205,86447731,13527,SRR18079821
ERZ11460600,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,127898,47,982,24274,88142,87113034,103720,SRR18079822
ERZ11460613,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,152857,57,991,30775,104648,101516042,45726,SRR18079823
ERZ11460610,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,194411,72,993,33386,107555,102236747,27416,SRR18079824
ERZ11460595,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,41467,17,6813,3147,45693,111647595,229228,SRR18079825
ERZ11460598,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,28251,16,4678,2060,29134,60315140,229614,SRR18079826
ERZ11460588,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,237704,100,1264,3266,15713,17792964,35108,SRR18079827
ERZ11460593,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,116562,65,8203,543,14019,27431296,192168,SRR18079828
ERZ11460604,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,147676,59,947,29541,92484,84848856,11117,SRR18079829
ERZ11460599,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,154233,64,955,31285,98040,90418646,13447,SRR18079830
ERZ13382765,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,812826,237,1859,458,4447,6358583,97084,SRR10258541
ERZ13382862,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,702706,203,2298,271,2751,4557104,363411,SRR10258542
ERZ13382932,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,392678,150,950,337096,1038070,962322061,462408,SRR10258543
ERZ13382837,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,447988,126,13976,143,3169,10437289,257442,SRR10258544
ERZ13382797,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,148517,20,23567,186,8240,28227440,469396,SRR10258545
ERZ13382859,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,63850,17,12287,471,12752,42433332,508674,SRR10258546
ERZ13382852,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,238099,57,92622,12,1536,5017622,422446,SRR10258547
ERZ13382865,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,306352,91,5328,225,3003,7155536,271212,SRR10258548
ERZ13382874,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,399452,164,1412,749,5555,7127699,94176,SRR10258549
ERZ13382840,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,393648,108,10496,66,1642,3492359,84188,SRR10258550
ERZ13382818,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,500073,141,13889,60,1563,3471689,95065,SRR10258551
ERZ13382827,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,85267,18,17547,301,7073,32488983,678437,SRR10258552
ERZ13382845,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,107991,20,30141,251,8602,41418296,838209,SRR10258553
ERZ13382826,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,414404,131,9452,92,5027,8215717,320801,SRR10258554
ERZ13382773,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,88916,17,21341,249,12849,34441961,568934,SRR10258555
ERZ13382767,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,363625,105,2463,632,5395,8850407,76369,SRR10258556
ERZ13382795,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,414675,106,35779,40,1971,6742863,272371,SRR10258557
ERZ13382842,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,1623307,401,10840,98,3147,6178228,158465,SRR10258558
ERZ13382838,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,255285,65,11803,29,1364,2545885,97855,SRR10258559
ERZ13382819,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,145865,32,152650,11,458,6901534,755308,SRR10258560
ERZ13382820,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,762251,135,1983,135,2195,3313631,263487,SRR10258561
ERZ13382766,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,994615,241,3561,278,4067,7333834,430407,SRR10258562
ERZ13382798,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,310656,147,1931,366,3642,5235589,83239,SRR10258563
ERZ13382866,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,481976,84,2684,457,4146,6411740,41447,SRR10258564
ERZ13382871,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,400078,150,2259,244,3207,4829334,68276,SRR10258565
ERZ13382875,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,321301,169,4589,109,3173,5350844,183046,SRR10258566
ERZ13382843,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,453109,134,2903,292,3438,5998490,59144,SRR10258567
ERZ13382821,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,436443,119,13590,55,1533,3401194,101145,SRR10258568
ERZ13382770,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,440078,163,3937,587,7810,16440101,198166,SRR10258569
ERZ13382841,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,703675,203,13883,68,2729,5801350,273026,SRR10258570
ERZ13382771,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,156762,40,1167,532,4779,5769063,81377,SRR10258571
ERZ13382856,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,425614,113,1067,669,4182,4770065,280964,SRR10258572
ERZ13382870,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,448346,125,1060,794,4084,4480697,40626,SRR10258573
ERZ13382868,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,409160,177,1288,482,3321,4062596,57120,SRR10258574
ERZ13382877,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,877186,271,11540,90,4734,8588540,666661,SRR10258575
ERZ13382769,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,505224,109,2368,264,4187,6690679,401014,SRR11749262
ERZ13382800,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,368256,144,1451,641,4822,6270785,52901,SRR11749263
ERZ13382876,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,1698616,527,2835,214,3392,5360415,90268,SRR11749264
ERZ13382952,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,338452,142,822,317273,902810,742706365,195501,SRR11749265
ERZ13382878,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,451215,187,1009,2998,10996,10828764,19565,SRR11749266
ERZ13382970,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,824656,315,899,318240,965337,852085466,234617,SRR11749267
ERZ13382855,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,393335,89,41782,66,3097,12604367,432510,SRR11749268
ERZ13382794,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,294409,69,213467,6,787,3633862,409566,SRR11749269
ERZ13382854,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,436804,146,1865,270,3273,4853474,80729,SRR11749270
ERZ13382853,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,496618,134,11549,84,2538,6028748,155168,SRR11749271
ERZ13382839,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,122441,30,9752,77,1519,3211198,52503,SRR11749272
ERZ13382764,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,823081,289,1973,366,3678,5648466,98455,SRR11749273
ERZ13382822,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,185855,47,1375,257,2789,3571682,107024,SRR11749274
ERZ13382867,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,390971,172,13098,131,7329,13724927,425016,SRR11749275
ERZ13382823,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,262513,71,4203,124,2832,4482837,116319,SRR11749276
ERZ13382844,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,518508,87,1321,327,3565,4631472,1010426,SRR11749277
ERZ13382772,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,2180805,874,1191,1246,8915,10663776,434538,SRR11749278
ERZ13382869,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,48902,17,9035,1258,26860,74432998,376212,SRR11749279
ERZ13382828,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,44905,17,10892,776,23228,61974006,406669,SRR11749280
ERZ13382879,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,32012,16,33918,197,8896,35606188,522254,SRR11749281
ERZ13382864,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,66363,17,14441,284,10012,29201780,246512,SRR11749282
ERZ13382793,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,579602,232,1428,415,4132,5421991,81861,SRR11749283
ERZ13382799,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,538189,192,3073,515,5622,10007492,115448,SRR11749284
ERZ13382858,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,93582,17,45985,150,7916,35002872,463490,SRR11749285
ERZ13382863,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,204956,53,1001,2531,11201,11715897,70410,SRR11749286
ERZ13382857,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,317184,72,960,2335,9542,9463227,33185,SRR11749287
ERZ13382768,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,146549,35,1391,518,4314,5440717,45039,SRR11749288
ERZ13382796,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,284993,174,1195,1280,7040,8356977,807401,SRR11749289
ERZ13382792,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,410228,114,1226,749,5157,6303546,102008,SRR11749290
ERZ13382873,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,406266,159,1884,545,4693,6681867,99956,SRR11749291
ERZ13382872,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,465842,77,1818,600,5120,7352457,370079,SRR11749292
ERZ11772109,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,10228,8,15679,142,4014,11397241,310335,SRR11293606
ERZ12303564,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,1621952,399,4382,279,4861,9127735,217242,SRR11742805
ERZ12303563,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,974061,234,16747,102,5508,12615515,377075,SRR11742806
ERZ12303565,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,1461977,351,1245,1104,5863,7069504,448253,SRR11742807
ERZ12303562,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,1407839,337,1807,521,5050,7357389,1128618,SRR11742808
ERZ14208626,root:Environmental:Aquatic:Marine,metaspades,3.15.3,693652,122,822,26010,85802,73474767,84949,SRR5787990
ERZ14212753,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,105121,21,4088,7064,83334,175880226,555925,SRR17635465
ERZ14212884,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,736493,61,4786,1679,19198,46737788,245070,SRR17635469
ERZ14212817,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,101759,22,6085,2249,33849,84474307,201553,SRR17635503
ERZ14212396,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,36347,18,4057,347,3835,7371399,64908,SRR17635513
ERZ14212445,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,34879,20,1393,511,3545,4642469,226372,SRR17635551
ERZ14212826,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,186606,72,2843,597,5702,9987478,69115,SRR17635561
ERZ14212898,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,61969,15,4939,364,8792,15799085,582239,SRR17635598
ERZ14212596,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,193436,25,4921,4111,53669,118386767,309981,SRR17635647
ERZ14212611,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,29246,11,2005,6320,39705,59509951,62087,SRR17635648
ERZ14212392,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,123048,24,2951,8411,74993,136866854,546854,SRR17635649
ERZ14212869,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,1747064,164,8463,882,18023,45940538,186266,SRR17635658
ERZ14212735,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,47902,9,5985,1829,24721,64155928,487986,SRR17635680
ERZ14212449,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,105070,20,4522,5919,74659,163368758,522414,SRR17635703
ERZ14212892,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,116258,21,5660,5506,73535,179109985,553819,SRR17635707
ERZ14212594,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,123954,24,4666,782,12706,25242168,293535,SRR17635718
ERZ14212752,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,21856,11,1646,520,4710,6417159,49697,SRR17635726
ERZ14212904,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,36999,11,1587,1236,8076,11521342,210019,SRR17635727
ERZ14212780,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,49511,18,1141,410,3152,3738579,75908,SRR17635728
ERZ14212770,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,36161,4,8573,463,9702,27909174,482559,SRR17635738
ERZ14212807,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,14725,4,9762,511,9158,28107528,540763,SRR17635740
ERZ14212661,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,41301,4,1956,1018,12846,18945789,523447,SRR17635743
ERZ14212582,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,152855,29,3264,1778,16070,32193319,338764,SRR17635800
ERZ14212418,root:Host-associated:Human:Reproductive system:Vagina,metaspades,3.15.3,105685,15,1030,3204,11166,10984817,16905,SRR17858158
